frame,x[nm],y [nm],z [nm]
2156,4446.116,9120.919,-127.1832
2157,5577.737,6046.121,126.98
2158,5203.935,5996.577,-23.95477
2158,4484.213,7496.11,350.972
2159,6303.328,3961.285,-487.2545
2159,5554.063,5342.39,-182.207
2159,8622.223,5908.956,176.4953
2160,8023.79,5569.948,-105.1556
2160,4257.451,8280.067,480.8617
2161,5672.266,5253.144,103.2904
2161,8083.195,5545.693,-10.08766
2161,4221.385,8448.941,524.5739
2162,4163.222,4644.423,231.3063
2162,4440.012,9200.986,-119.4053
2164,3109.386,3831.204,322.3605
2164,6142.628,4628.263,-256.0455
2164,4517.232,7375.689,363.2445
2164,4322.394,8379.757,-20.77698
2166,6782.525,2932.572,-716.9531
2166,6648.75,5312.361,-14.96208
2166,4859.009,6559.967,140.9104
2167,6795.373,2923.698,-651.6045
2167,6750.56,5379.994,-508.5882
2167,4293.477,8192.446,478.8527
2168,3667.099,4565.915,271.7563
2168,4790.102,6658.196,149.968
2168,4363.959,7838.482,39.88411
2169,3100.304,3830.518,320.1381
2170,5588.679,5202.29,127.6105
2170,8546.388,5730.416,-138.1008
2171,4549.202,4914.622,226.9529
2171,5771.655,5260.665,103.978
2171,7033.219,5356.59,-24.81789
2171,4451.299,7652.983,367.4054
2172,8021.825,5551.585,-106.955
2172,4360.053,8782.818,-66.3739
2173,6481.043,3465.77,-512.1433
2173,5824.906,5909.849,108.6072
2174,3601.745,4551.736,294.2242
2174,8472.785,5756.295,-435.3329
2174,4312.893,8038.573,2.519073
2175,6375.645,3711.672,-490.8136
2175,7593.548,5447.496,-86.94351
2176,3345.752,4242.213,289.4456
2176,6018.001,4695.007,-343.8814
2176,4548.59,7275.782,336.284
2178,6201.624,5278.795,45.15472
2179,2865.698,3674.668,306.8687
2180,6419.71,3595.615,-503.4491
2180,7466.847,5424.38,-64.98077
2181,4378.987,7899.134,417.9993
2182,4420.56,9084.774,-111.0669
2183,6913.819,5374.825,6.754913
2183,8231.084,5640.254,-118.2122
2183,5308.093,5820.259,-72.74994
2184,5485.958,6126.32,118.7784
2184,4360.85,7745.927,47.65533
2185,3292.157,4148.026,306.0458
2185,5786.68,4846.097,-282.4115
2185,4499.03,7329.345,76.33736
2186,6381.547,3682.412,-523.1024
2186,7587.478,5374.298,133.8519
2186,5616.54,6036.932,137.1991
2186,4438.513,7701.547,414.14
2187,6693.885,3066.325,-627.2361
2187,4849.427,6535.913,105.981
2188,6728.895,3068.315,-587.2845
2188,3681.862,4570.622,300.4195
2188,5769.503,5281.19,92.54372
2188,4522.177,7299.113,83.51273
2189,4599.473,7012.245,273.0994
2190,3346.638,4235.798,262.1478
2190,7356.009,5360.493,143.7069
2190,9108.781,6534.384,467.0932
2191,8473.578,5694.535,-142.5983
2191,4523.171,7310.744,333.3324
2192,7648,5402.638,146.195
2193,4458.836,7518.314,184.7989
2194,3266.067,4018.255,323.4984
2194,8869.603,5863.819,-138.7338
2196,4827.898,5045.936,176.4322
2196,4581.284,7172.853,109.4716
2197,6302.549,4292.413,-443.0244
2197,7936.666,5521.862,-92.81128
2197,5947.626,5823.99,109.1688
2197,4707.125,6985.323,105.4814
2198,4456.041,4865.386,193.7543
2198,5412.053,5595.814,-115.4402
2198,8781.288,6044.652,180.3054
2199,6707.765,3093.145,-579.2216
2199,6479.794,5317.016,120.7269
2200,3208.702,3953.481,323.9268
2200,4438.898,7750.69,390.4089
2201,9217.121,6554.575,224.4263
2201,4761.363,6840.472,93.68706
2202,6739.676,3064.869,-641.3953
2202,8701.567,6306.091,577.9646
2202,4179.913,8786.197,561.9783
2203,6177.202,5481.841,133.7356
2203,5023.919,6285.254,49.80659
2203,4378.915,8823.934,-32.47551
2204,4483.457,4879.339,216.513
2204,4385.542,8907.482,-79.85138
2205,6222.27,5302.042,58.2576
2205,8903.562,5872.321,-147.1824
2205,4516.429,7309.588,114.2201
2206,3042.407,3814.262,321.6754
2206,7106.165,5361.557,-46.46881
2207,4521.813,7250.59,362.7362
2208,3337.153,4249.463,309.968
2208,5756.423,5263.481,98.19138
2208,7938.796,5532.128,-103.8974
2208,4591.335,7055.908,281.4287
2209,4597.489,7061.601,287.258
2210,6348.027,3747.029,-489.6907
2210,5670.543,6008.183,137.4265
2210,4526.049,7295.014,307.6543
2211,3397.69,4401.788,321.5338
2211,6694.208,5354.439,119.4737
2211,7937.847,5530.974,-124.0201
2211,4337.856,8529.727,-17.79701
2212,8281.233,5650.75,-110.4839
2213,6759.707,3003.476,-633.5964
2213,3235.425,4155.04,491.7149
2213,5247.054,5911.938,-44.8452
2214,5620.792,5256.322,116.9384
2214,8105.707,5653.074,-529.737
2215,3290.461,4110.213,312.0761
2215,7174.443,5384.833,132.4773
2215,9212.161,6534.265,189.9489
2215,4328.012,8476.816,-35.59326
2216,6558.589,3417.666,-563.8979
2216,4990.941,6300.884,49.8925
2216,4386.738,7839.532,436.2332
2217,4886.284,5051.18,179.7415
2217,6099.575,5271.346,56.68495
2217,8804.386,6076.998,193.6725
2217,4352.377,7852.011,23.44704
2218,8560.718,5736.57,-116.2762
2219,6261.36,4533.692,-375.2557
2219,4312.342,8107.418,13.38745
2220,4429.502,7573.487,183.1374
2221,6023.722,4687.319,-399.8725
2221,8678.466,5970.471,130.1283
2222,4398.086,7841.255,424.0913
2223,3468.607,4489.736,290.1924
2223,4623.007,4958.835,215.9895
2224,3610.086,4576.026,309.3518
2224,4304.424,8156.094,485.34
2225,4440.592,7529.651,71.97723
2226,8071.024,5556.008,163.1007
2226,9140.251,6515.25,376.8381
2227,6525.908,3472.241,-537.8607
2227,8184.669,5609.799,150.953
2228,3106.324,3828.47,328.4006
2228,4702.401,6977.132,104.3335
2229,4403.508,4826.002,250.9774
2229,6828.121,5395.713,129.0251
2229,4585.783,7186.417,78.99551
2230,6796.137,5329.12,-22.72163
2231,3221.106,3975.876,320.2357
2231,4300.902,8158.55,460.6725
2232,5609.614,5280.081,-183.3747
2232,8022.561,5558.005,-112.1565
2232,4332.843,8598.641,-40.45792
2233,8132.294,5581.193,-108.3022
2234,4310.693,4735.687,246.5122
2234,4829.873,6583.119,154.0128
2234,4320.674,8451.415,-18.2608
2235,8565.134,5876.745,191.7091
2235,4399.053,8954.414,-82.90115
2237,4620.333,6961.651,260.4895
2238,5592.505,5336.375,-179.1136
2238,7525.445,5429.016,-91.9902
2238,4387.276,9064.152,-88.01994
2239,5622.631,5232.864,-202.8739
2240,6728.316,3038.493,-692.1121
2240,7837.221,5435.64,136.1985
2240,6197.8,5462.729,132.5005
2240,4547.576,7245.282,92.342
2241,5506.37,6108.567,122.7921
2241,4315.467,8549.385,-36.41266
2243,8982.826,6005.9,27.94083
2244,4322.692,8129.976,21.65459
2245,4409.408,4824.644,246.4482
2245,5181.857,6006.951,-18.73146
2246,8275.852,5639.674,-142.0499
2246,4463.404,9191.856,-99.61845
2247,5395.865,5630.754,-99.38889
2247,4311.377,8268.881,9.601593
2248,4810.982,6793.913,103.7815
2248,4334.805,7998.547,-1.400604
2249,2883.454,3696.768,354.8737
2249,6511.907,5322.311,34.02504
2249,4759.302,6864.967,99.93988
2250,4565.307,7209.193,312.4278
2251,3830.549,4589.587,287.738
2251,6536.968,5318.093,112.7158
2251,4397.628,8789.309,233.776
2252,6478.988,3565.918,-529.3477
2252,4241.65,8362.468,493.4731
2253,6054.203,5491.626,27.85095
2253,8458.604,5696.292,-129.3339
2253,4323.217,8408.524,-30.49263
2254,4352.755,4782.367,222.5982
2255,4316.116,8477.179,-51.30753
2256,6274.704,4125.729,-400.8719
2256,3525.771,4538.266,305.7384
2256,6156.996,5509.161,128.5484
2256,9112.933,5963.451,-193.091
2257,7220.693,5359.005,-41.35902
2257,4365.754,7981.643,440.9657
2258,4540.4,4889.509,178.4957
2259,3193.389,3938.102,312.4463
2259,6612.908,5336.711,119.3356
2259,8478.638,5823.066,169.6507
2259,4325.849,7990.229,21.43959
2261,8920.84,5869.778,-151.6402
2262,7825.12,5507.035,-125.1197
2263,6220.504,5431.098,129.5534
2263,5303.009,6263.623,129.9343
2264,6803.64,5366.26,130.0121
2264,8863.143,6132.367,203.2195
2265,5843.335,5906.528,113.6648
2266,4924.548,6817.187,610.2997
2268,4638.266,6923.927,243.9449
2269,5605.348,5959.048,315.3545
2269,4454.594,7497.508,78.15186
2269,4360.971,8925.049,-104.5118
2270,6413.997,3657.954,-511.0121
2270,3308.186,4196.736,357.0775
2270,4592.277,7056.771,267.4738
2271,3042.809,3817.225,359.2238
2271,5932.197,5265.994,66.68823
2272,8906.463,6203.521,222.2
2272,4255.154,8398.567,492.9022
2273,6785.181,2862.597,-645.4979
2273,4118.405,4638.614,267.0134
2273,5990.498,4712.987,-287.5868
2273,8593.044,5900.718,182.6884
2274,6236.681,4535.099,-434.1235
2274,8398.567,5724.382,145.3143
2275,3336.048,4279.669,316.6287
2275,4351.077,7984.117,442.5952
2277,8131.182,5571.07,140.1946
2277,5527.7,5805.667,56.88431
2278,8022.444,5640.104,-525.3515
2278,4431.042,7526.033,52.75978
2279,7083.682,5343.522,-29.13109
2279,5299.179,5818.252,-63.76884
2279,4621.654,6966.556,233.2462
2280,6319.47,4192.562,-403.3413
2280,4498.28,4912.857,254.9376
2280,5341.377,5733.724,-72.26501
2281,3336.957,4262.276,316.2167
2282,6391.96,3703.456,-507.0432
2282,7186.227,5363.73,-43.81828
2283,6287.049,3885.042,-473.2821
2283,8137.265,5595.059,-96.36635
2283,4375.333,7747.621,55.24246
2284,6417.102,3601.79,-496.3029
2284,4453.231,4870.179,241.6548
2284,5121.837,6130.874,8.5746
2284,4253.965,8287.625,498.0882
2285,3975.223,4611.345,267.5825
2285,5839.094,4822.935,-267.1553
2285,7588.582,5397.119,133.4666
2286,8386.614,5680.59,-116.5492
2287,5968.482,4706.116,-352.7483
2287,7838.303,5511.922,-111.3444
2288,6391.818,3680.887,-478.3408
2288,3434.514,4462.764,296.8716
2290,2876.087,3688.794,383.8509
2290,5170.196,5144.31,167.8105
2290,4425.073,7694.258,438.723
2291,6686.727,3122.038,-633.7766
2291,6110.58,5572.367,141.3586
2291,4340.884,8050.36,77.70836
2292,6361.315,3700.59,-484.0707
2292,4762.851,5031.076,201.0008
2292,5687.457,5973.507,110.2664
2292,4431.489,9078.389,-103.491
2294,8600.646,5759.248,-144.8588
2294,5171.39,6034.43,-19.18167
2296,6428.556,3618.818,-520.9342
2296,6909.24,5334.351,-25.85655
2297,5717.077,5975.257,126.0615
2297,8964.3,6233.794,223.879
2298,5554.996,5353.48,-171.3958
2298,7645.013,5386.392,137.3219
2298,4653.727,6922.41,240.0342
2298,4375.313,8883.265,-93.64929
2299,5190.327,6222.719,63.14316
2300,3440.954,4493.512,317.3125
2300,6621.666,5310.265,25.80688
2301,5757.448,4894.137,-264.861
2301,8579.979,5876.977,195.833
2302,6681.852,3168.493,-549.954
2302,8096.706,5568.978,-113.3025
2303,4036.292,4614.857,266.9421
2303,7795.053,5505.551,-85.04089
2303,4860.968,6599.901,124.6874
2304,3187.764,3903.01,330.4213
2304,6268.915,3947.838,-459.5148
2304,7664.168,5401.281,151.0056
2304,5135.272,6080.506,-17.99698
2305,3524.143,4550.006,306.6093
2305,6317.759,5334.554,130.2333
2305,8400.017,5676.692,-120.2956
2305,4582.951,7188.197,88.9994
2306,4208.917,4680.535,270.2122
2307,3005.345,3779.681,343.8696
2307,6318.762,4230.78,-410.3546
2307,4167.144,4650.015,240.7795
2307,4486.069,7547.353,391.2805
2308,6468.367,5304.238,121.7983
2308,4450.412,9189.843,-123.6386
2309,4313.163,4728.56,259.524
2309,5856.511,4770.429,-291.8801
2309,7479.395,5521.941,-550.613
2310,6435.415,3592.307,-499.0067
2310,5777.339,5926.253,136.83
2310,9012.234,6049.09,-0.0957489
2311,5161.828,6395.559,128.006
2311,4330.364,8400.181,-39.74388
2312,5745.491,5285.466,111.7728
2313,4205.891,8535.924,531.3518
2314,8749.515,6044.269,178.1287
2315,8750.13,6036.913,202.9871
2316,3371.221,4310.382,316.0495
2316,7245.335,5391.417,130.968
2317,4543.378,4904.938,215.8442
2317,8224.768,5619.117,-112.1754
2318,4503.515,7347.981,85.05981
2319,6347.229,3746.74,-503.1387
2319,5547.029,5354.112,-174.3441
2319,4252.218,8359.291,467.0218
2320,6324.368,4220.043,-399.2666
2321,7597.677,5384.321,154.1873
2321,9102.571,6385.637,201.1229
2321,4942.291,6397.834,87.59689
2321,4324.583,8063.783,3.729172
2322,3694.955,4581.421,271.3015
2322,5304.894,6061.35,55.6292
2322,4326.309,7911.687,30.66284
2323,2920.491,3705.421,347.2137
2323,5611.861,5231.737,-184.3771
2323,8565.429,5875.387,202.5403
2323,4801.353,6627.075,132.4935
2324,6609.373,3334.261,-580.8534
2324,9111.32,5940.432,-166.0221
2325,5737.959,5956.248,128.0786
2325,8890.382,5863.179,-139.6745
2326,4360.262,8777.356,-59.04144
2327,4226.157,4698.885,275.7253
2327,6393.444,5336.995,143.5048
2327,5309.314,6252.556,116.0457
2327,4285.715,8271.855,509.7034
2328,6654.601,3162.784,-591.5945
2328,4964.739,6633.78,106.073
2328,4258.048,8271.746,476.2103
2328,4429.737,9154.347,-84.17175
2329,6357.294,3726.843,-509.2522
2329,3181.194,3921.491,353.2664
2329,4419.946,4828.344,223.8008
2330,3231.771,3979.78,316.9786
2330,8871.351,6133.473,190.0954
2331,6591.587,3379.884,-561.8279
2331,4785.974,6650.674,153.4231
2332,8649.852,5940.083,163.818
2333,2919.331,3715.631,355.0281
2333,4306.259,8185.257,524.9319
2334,5244.238,5931.792,-40.88364
2334,4370.628,7752.609,33.71452
2335,3222.572,3976.799,340.0044
2335,4456.089,7425.819,50.77126
2336,6040.429,4680.258,-298.0475
2337,6687.95,3137.25,-612.635
2337,4406.903,7557.793,52.45819
2338,3314.197,4157.58,319.5396
2338,5431.9,5932.965,-73.23654
2339,6731.747,3109.435,-626.8784
2339,3741.711,4581.751,300.7121
2339,6233.859,5310.905,-511.468
2340,3296.261,4125.491,292.4294
2340,4608.421,7033.922,282.393
2341,4318.628,8393.782,-26.91696
2342,6631.533,3247.757,-519.254
2342,7101.136,5371.335,-44.03008
2342,4434.865,7737.884,401.4279
2343,8512.411,5727.792,-127.7469
2343,4518.147,7318.711,77.13821
2344,4933.315,6410.91,74.42863
2345,6273.206,3926.418,-444.4159
2345,8272.467,5673.735,152.5945
2346,6298.574,4117.082,-428.597
2347,4540.023,4918.309,228.3475
2347,8123.066,5567.966,155.373
2347,5036.34,6550.046,100.9793
2347,4387.99,7828.443,389.8245
2348,5950.162,5834.729,115.8337
2348,8601.76,5746.541,-128.1729
2348,4883.112,6509.717,124.6751
2348,4458.467,9194.47,-101.4928
2349,5960.047,5278.799,76.74156
2349,8027.042,5554.417,-87.25006
2349,4519.765,7308.683,315.8255
2349,4340.944,8639.811,-43.09982
2350,3858.114,4595.899,275.1205
2350,7983.613,5666.31,-562.3173
2350,9197.445,6508.823,195.2666
2351,3846.268,4583.3,266.3261
2352,6455.565,3562.06,-511.2686
2352,4384.896,4795.231,251.9015
2352,5106.454,6349.917,377.795
2354,6286.084,4026.628,-455.234
2355,6944.074,5324.123,-37.87758
2355,8687.878,5790.148,-139.1879
2355,4488.085,7370.295,74.60625
2356,5646.3,5111.354,-246.5022
2356,7614.284,5380.958,8.031845
2356,4180.687,8635.222,553.792
2357,5694.868,5062.473,-188.561
2357,4569.667,7134.337,304.8401
2358,4074.397,4594.736,231.1704
2358,6684.275,5334.017,123.8554
2358,5288.345,6268.652,108.4975
2359,5471.256,5780.08,460.6059
2360,5179.38,5157.822,165.8168
2360,6905.249,5378.051,121.2835
2361,4335.215,7916.978,35.45982
2363,5852.039,5270.144,79.72946
2363,7474.575,5405.358,1.548843
2364,7043.738,5423.258,142.8445
2364,5826.396,5906.838,103.7218
2364,9196.074,6336.082,397.9448
2365,5476.352,5239.402,169.8392
2365,6778.17,5382.165,94.48349
2367,8775.138,6052.363,197.025
2367,4425.09,7518.416,70.48241
2368,4471.419,7543.753,358.3405
2369,3868.095,4584.12,286.8614
2369,4392.414,9018.824,-101.3549
2371,6314.887,3894.419,-501.5557
2371,6033.108,5696.003,110.9087
2371,4635.395,7055.838,75.22018
2372,6343.052,5331.846,126.9009
2372,8625.838,5908.239,161.0006
2372,4640.228,7151.121,504.4522
2373,5340.021,5191.293,143.2949
2374,5574.842,5249.49,139.2115
2374,8473.33,5699.1,-112.9779
2376,8602.422,5870.838,-13.55469
2377,6334.869,4370.8,-330.3467
2377,6071.624,5658.115,110.9473
2377,8710.53,5982.959,176.7097
2377,4809.349,6830.596,123.4204
2378,6297.437,4153.271,-424.1387
2378,4573.698,7135.557,304.8445
2379,8678.493,5964.802,200.7724
2379,4434.983,9072.681,-92.49763
2381,9176.418,6505.099,212.4168
2382,7696.894,5466.971,-88.46657
2382,9239.681,6001.078,-140.459
2382,4338.917,8843.819,-33.97385
2383,3527.507,4682.215,541.6592
2383,8727.557,6012.527,190.8575
2383,4744.932,6899.041,109.0021
2384,3554.929,4542.211,288.9694
2384,9238.08,6579.987,213.8229
2385,6236.341,5283.08,-41.85989
2385,4571.863,7142.377,351.3455
2386,7060.146,5337.667,-46.84448
2386,8447.587,5777.169,-510.7376
2387,6715.564,5311.194,3.52478
2387,8067.422,5579.396,-108.0079
2387,4641.55,7234.765,518.9058
2388,5391.196,5216.395,131.8353
2388,4658.965,6967.793,169.2406
2389,3002.785,3790.17,300.9012
2389,4031.247,4595.977,282.43
2389,5542.853,5394.918,-170.0679
2389,4319.727,8578.829,-44.53255
2390,3412.755,4419.397,324.6581
2390,6010.723,5279.751,56.16943
2390,8221.836,5620.289,-137.6328
2391,5749.619,4894.059,-271.0715
2391,8908.435,5882.863,-176.6078
2391,4751.778,6838.771,442.5302
2392,6254.584,5389.346,126.9673
2392,8042.464,5552.722,-93.3284
2393,4406.582,8984.751,-85.77644
2394,8313.55,5654.076,-117.5072
2394,4322.339,7963.749,55.72205
2395,2999.009,3769.493,349.6692
2395,6699.18,5297.55,-11.89537
2395,5307.619,5292.492,366.8883
2396,3364.541,4342.157,305.0674
2396,7151.274,5358.162,-47.56622
2396,5763.312,5952.508,117.5763
2396,4578.172,7165.463,90.29243
2397,6291.746,3979.018,-410.4142
2398,4816.923,6572.129,134.325
2399,3237.192,3989.768,324.2949
2399,8295.367,5666.991,158.1511
2400,5102.36,5138.482,169.026
2400,8966.363,6234.177,196.767
2401,8784.267,6052.584,189.5694
2402,2849.322,3671.598,344.7302
2402,4616.955,4956.24,228.386
2402,4606.356,7104.621,78.78082
2403,3356.528,4251.465,330.0105
2403,5262.692,5193.321,158.9816
2403,7325.971,5388.917,36.45164
2404,6611.424,3254.01,-564.47
2404,6774.748,5366.269,151.2028
2405,6713.419,5317.296,-14.08081
2405,5367.458,5651.362,-107.4685
2405,9044.627,5927.984,-166.0018
2405,4341.932,8636.635,-39.21112
2406,6375.901,3675.775,-519.5767
2406,5488.249,5471.526,-172.2834
2406,4564.836,7174.66,77.46269
2406,4361.03,8799.109,-94.35722
2407,7135.808,5359.313,-36.81725
2409,5862.461,5269.253,69.85817
2409,7688.658,5456.675,-67.42432
2409,4577.556,7111.279,286.9142
2410,4342.638,8219.344,99.17091
2411,8962.401,5936.964,-404.6371
2412,3647.692,4564.148,274.7217
2412,5732.227,5277.545,138.1807
2412,7047.137,5354.723,-19.41307
2412,4321.773,8300.688,-24.81918
2413,7457.093,5357.517,-54.43642
2413,6178.078,5466.152,101.0757
2413,8786.501,5823.637,-157.4049
2414,7943.695,5528.56,-102.3025
2415,8090.053,5567.479,155.5858
2416,3893.435,4587.765,280.7823
2416,5133.52,5132.986,171.8064
2417,3212.266,3939.648,307.1602
2417,4447.625,4879.793,253.4743
2417,8534.22,5848.275,153.8191
2417,4893.73,6508.763,100.3844
2418,5420.265,5227.241,142.3737
2419,5690.107,5110.392,-2.564087
2419,4718.205,6941.593,83.74725
2420,6246.335,4573.727,-364.4442
2420,4384.226,4799.425,246.9344
2420,8500.613,5808.135,153.1159
2420,4409.34,9043.86,-104.8437
2421,6317.037,5285.526,51.31805
2421,7972.764,5506.23,125.445
2421,5059.478,6521.051,116.3305
2421,4314.211,8248.514,0.05775452
2422,8072.037,5586.939,-117.4923
2422,4747.539,6860.268,173.1966
2423,8334.245,5716.492,157.7508
2424,6296.701,4161.374,-424.7058
2424,7326.32,5381.144,-559.856
2424,8614.639,5908.56,172.1941
2425,8119.184,5579.468,157.7221
2425,4831.6,6596.637,117.1259
2425,4291.72,8506.399,-18.37059
2426,3221.068,3959.619,355.08
2426,6196.225,5479.679,135.0573
2426,8915.417,5880.467,-166.0276
2427,6748.608,2992.813,-627.9584
2427,6495.422,5301.212,35.97008
2428,5685.796,5053.883,-206.9247
2428,7982.012,5532.436,-91.38252
2428,4975.816,6462.627,-15.18387
2429,4708.835,6931.248,98.93494
2431,4693.491,4999.817,211.1235
2431,6851.362,5423.501,-577.5695
2432,6362.467,3750.923,-483.7729
2432,4465.364,4868.817,226.2979
2432,8548.806,5845.228,163.6528
2432,4280.86,8271.214,499.6072
2433,3470.259,4495.275,298.2184
2433,4393.724,8961.397,-101.3908
2434,2991.003,3750.263,336.6913
2434,4433.733,4839.964,255.0729
2434,6745.773,5314.748,-5.019836
2434,5390.342,5661.641,-140.6912
2435,3269.881,4040.827,304.8291
2435,4593.64,4951.838,226.4294
2435,7586.771,5349.643,-49.05937
2436,4456.427,9172.838,-94.73175
2437,8550.058,5868.088,166.3237
2437,4609.717,7080.049,177.4033
2437,4312.038,8318.544,-11.52542
2439,7579.913,5433.548,-82.36504
2439,5348.627,5285.374,341.5384
2439,4358.831,7979.448,438.0193
2440,3302.052,4104.83,326.8822
2441,7689.637,5404.253,124.7247
2441,6071.72,5665.753,120.3032
2441,4514.369,7325.475,335.9793
2442,6439.677,3541.092,-499.7116
2442,2956.251,3760.205,343.9282
2442,6924.56,5330.342,-17.6178
2442,4938.696,6422.565,69.40834
2443,7001.945,5416.888,142.4162
2443,4403.922,8962.92,-90.75775
2444,6325.656,4357.18,-420.6355
2444,4455.837,4879.951,238.4444
2444,8573.083,5884.151,184.3886
2444,5151.753,6413.321,119.3699
2445,4013.407,4622.211,282.8206
2445,5614.663,6025.259,116.5633
2446,3283.423,4117.947,338.7415
2446,6618.5,5340.019,140.8313
2446,4963.007,6548.496,440.3214
2447,7119.959,5421.126,143.5218
2447,5228.872,6333.78,108.4631
2447,4381.536,8653.985,96.17905
2448,7656.649,5400,144.8745
2448,5931.716,5830.343,125.6013
2448,4549.73,7166.456,370.565
2449,5540.25,5664.38,-554.4031
2450,6139.524,5297.643,59.70024
2451,8014.573,5551.229,-118.4435
2451,4343.288,8459.95,-29.35455
2453,7951.628,5509.5,150.9341
2454,3811.724,4601.126,278.8989
2454,6950.357,5332.705,-7.256851
2455,6396.981,3696.154,-496.8551
2455,5764.683,5953.582,128.6948
2455,4596.83,7337.243,490.7135
2456,6326.462,4328.465,-362.7497
2456,8163.228,5600.325,-113.7562
2456,4358.052,7910.255,87.32986
2457,8650.184,5771.705,-118.6481
2458,6742.563,3011.715,-597.5554
2458,2863.961,3681.593,337.6912
2458,5413.747,5628.044,-95.32448
2458,4367.268,7771.624,49.03206
2459,8654.619,5857.813,-478.2307
2459,5036.743,6220.998,21.63872
2460,6740.803,5330.388,15.97954
2461,7782.277,5474.112,-98.2267
2461,5915.917,5843.841,141.0388
2462,6515.308,3481.872,-576.2651
2462,8111.5,5572.75,169.335
2462,4569.207,7193.374,332.155
2462,4311.927,8252.281,-2.699356
2463,6397.328,3965.806,-8.364029
2463,7398.196,5378.445,135.4844
2463,4354.45,7989.147,402.2488
2464,4750.451,5024.983,205.1132
2464,8220.193,5622.072,-115.0362
2464,4568.571,7194.338,182.0506
2465,5714.931,4969.297,-241.6773
2465,4920.604,6456.668,85.26703
2466,6038.541,5285.617,83.26645
2466,5153.307,6406.404,81.73691
2467,8588.14,5905.371,170.7646
2468,7746.128,5482.852,-104.1451
2468,4964.597,6574.918,346.3251
2468,4327.761,8240.811,3.210373
2469,5895.627,4758.612,-300.4351
2469,7320.036,5389.952,141.4019
2469,4535.553,7276.612,339.1763
2470,4383.176,7674.086,39.19907
2471,6358.379,3700.333,-496.9601
2471,6326.05,5294.711,45.13649
2471,5096.58,6156.185,16.58661
2471,4370.407,8789.123,-57.77618
2472,5063.194,6495.885,105.5004
2472,4188.349,8685.938,555.2253
2473,4754.186,7059.71,553.972
2474,3671.217,4588.528,315.3204
2474,7107.932,5429.435,144.4298
2474,4920.665,6678.831,108.8599
2474,4397.822,8961.857,-107.5741
2475,6153.688,5291.224,50.25871
2475,7513.728,5384.021,132.1245
2475,5229.678,6346.617,110.9196
2475,4319.205,8075.862,441.9821
2476,8102.803,5573.731,161.2154
2476,9119.224,6445.655,204.5573
2477,6813.399,2952.045,-642.8704
2477,5375.37,5219.35,161.3454
2477,7174.275,5373.583,-59.48227
2477,4441.919,9074.611,-82.39258
2478,7562.379,5421.566,-66.84105
2479,5091.055,5147.055,172.2326
2479,7005.804,5414.686,118.4139
2479,4234.678,8426.032,515.4216
2480,6346.428,3801.443,-482.4916
2480,3443.856,4469.751,290.8772
2480,5562.782,5244.428,152.8288
2480,4883.58,6692.646,120.8564
2481,6791.51,2922.942,-628.9749
2481,6583.996,5303.989,16.61888
2481,8573.559,5729.254,-135.0124
2482,5107.216,5406.914,536.1406
2482,7877.192,5479.229,149.254
2482,9243.978,5997.381,-175.2036
2483,5858.446,4797.794,-281.6541
2483,7511.624,5367.911,154.7253
2483,8901.191,6200.458,185.9763
2483,4401.563,7675.068,54.85046
2484,6315.819,4014.699,-464.1976
2484,4129.625,4646.621,273.328
2485,5913.225,5259.162,69.63661
2485,8985.106,6271.244,195.5739
2486,8266.81,5656.274,162.1483
2486,4382.123,8962.697,-86.90704
2487,6570.299,3338.297,-508.3756
2487,4254.02,4724.586,258.4647
2487,8553.684,5880.938,189.3073
2487,4332.758,8566.263,-42.55409
2488,6282.515,3953.591,-466.2368
2488,6470.839,5353.299,-548.2876
2488,4595.335,7010.756,280.4315
2489,7541.999,5567.36,-549.5334
2489,5995.43,5767.801,119.1385
2490,6307.097,4007.741,-451.6225
2490,9094.664,5937.013,-158.3261
2490,4545.415,7191.523,300.9846
2491,8980.014,6006.346,-5.999451
2492,6574.604,3387.363,-556.0342
2493,5608.505,5227.136,-201.1516
2493,4852.006,6547.193,112.3287
2494,6438.529,3613.964,-521.8563
2494,4335.077,8566.341,-54.51714
2495,8664.923,5938.751,197.2197
2495,5454.378,6133.421,102.3773
2496,3342.113,4256.113,247.4791
2496,7878.831,5535.206,-98.46718
2497,4744.447,6848.418,429.9236
2498,3621.333,4576.071,288.3443
2498,5640.87,5153.279,-209.6928
2498,9047.132,5934.259,-169.1833
2499,4474.744,9187.858,-103.954
2500,3195.144,3948.033,345.9962
2500,8651.693,5795.299,-145.3147
2501,7349.091,5393.911,-64.6154
2501,4448.941,7522.023,186.012
2502,6432.637,3628.183,-506.4461
2502,6584.364,5335.11,115.6133
2502,4923.221,6656.87,97.92839
2502,4377.295,7747.364,39.29008
2503,6344.1,3730.272,-483.2755
2503,7690.094,5410.546,142.3322
2503,4538.92,7245.789,73.69247
2503,4436.261,9169.949,-114.1357
2504,6407.802,3639.779,-479.5236
2504,8996.78,5903.263,-153.6909
2504,5297.431,6083.792,15.91736
2505,2851.177,3665.121,330.2467
2505,6327.5,4472.157,-344.8133
2505,4623.225,4961.668,217.7175
2506,6299.728,5294.788,40.70938
2506,9093.655,5934.113,-153.885
2506,4374.778,7741.381,48.68401
2506,4434.275,9074.816,-104.2535
2507,9140.249,6438.059,196.2604
2507,4344.384,7866.964,28.56979
2508,6433.94,3608.845,-495.0328
2508,6186.403,5220.667,34.42566
