frame,x[nm],y [nm],z [nm]
1455,6053.173,4673.966,-349.1941
1455,8446.814,5697.395,-122.3395
1456,6534.168,3469.243,-556.4153
1456,8008.256,5515.562,158.7996
1456,5054.757,6512.005,101.0944
1456,4260.12,8336.923,492.6822
1457,3024.141,3795.513,346.0616
1457,5199.764,6191.235,483.9844
1457,4316.914,8039.902,5.559958
1459,4339.202,8209.625,100.8701
1460,6357.385,3773.737,-554.0322
1460,4766.625,5021.125,234.3183
1460,4463.498,7416.542,58.46264
1461,6297.622,4076.253,-519.0205
1461,7017.415,5351.754,-20.36709
1461,5092.11,6169.168,-1.85711
1462,6952.637,5323.807,-15.15156
1463,6709.842,3129.533,-630.954
1464,6504.44,3505.499,-538.4567
1464,4364.182,8801.786,-62.39414
1465,3760.037,4567.197,271.1234
1465,4427.845,7785.212,368.7654
1466,5323.289,5202.744,169.8206
1466,7436.411,5355.167,-88.35323
1466,8975.207,5905.806,-147.4309
1467,6314.009,4272.013,-380.8854
1467,4839.158,6555.301,81.76136
1467,9234.041,6571.134,229.3743
1468,6293.807,4464.464,-354.3844
1468,8496.249,5722.575,-134.3228
1469,6503.319,3509.121,-529.0482
1469,4017.228,4618.07,282.2483
1469,6238.524,5403.899,131.1503
1469,4299.649,8272.818,504.4927
1470,5075.723,6477.055,108.6487
1470,4328.623,8012.792,14.57294
1471,7381.741,5379.233,132.8534
1471,6168.338,5482.207,114.2968
1471,8638.396,5948.875,184.552
1471,4298.574,8278.035,-18.80474
1473,4601.533,7057.68,275.5117
1474,3474.142,4473.343,284.1144
1474,4856.042,5351.339,646.5742
1474,5081.984,6487.875,97.57664
1475,6683.528,3174.418,-614.785
1476,6267.625,4540.949,-369.4879
1476,7958.401,5492.22,121.124
1477,4893.045,5064.904,215.9951
1477,8309.28,5681.995,182.2328
1477,4491.342,7357.022,78.17013
1478,4591.865,7159.614,91.52241
1479,7020.381,5400.829,128.1404
1480,3001.055,3775.047,340.9549
1480,5669.908,5250.741,90.53059
1480,8771.234,5797.287,-172.5409
1480,4273.334,8307.476,506.2795
1481,8116.233,5536.328,-84.4566
1482,4451.729,7485.911,55.2457
1482,4447.737,9181.086,-159.715
1483,5099.849,6356.318,356.5784
1483,4363.843,7752.058,33.84822
1484,8894.546,6181.334,197.3784
1484,4306.223,8141.282,480.5208
1486,6489.536,3515.957,-518.0897
1486,5392.958,5221.817,180.951
1486,4938.965,6633.737,101.0308
1487,4393.285,7891.622,97.8252
1489,6704.021,5367.424,119.5369
1490,4605.404,7024.909,274.0512
1491,8147.494,5591.669,-119.4699
1491,4349.238,8659.603,-49.6722
1492,6292.49,3762.246,-446.4441
1492,6304.19,5349.364,121.6798
1492,5148.422,6098.619,-5.285073
1493,8336.073,5656.596,-123.015
1494,5911.646,5859.364,150.7046
1494,4481.916,7516.039,405.0692
1495,9200.188,5994.637,-142.995
1495,4370.05,7811.82,37.64171
1496,2891.367,3677.28,344.7109
1496,6185.752,4592.234,-357.1189
1496,8415.506,5738.697,170.97
1496,4397.697,7775.908,417.936
1497,6561.461,3393.771,-577.9224
1497,6943.497,5403.384,120.8693
1497,8202.219,5618.738,176.8544
1497,4321.663,8286.308,-12.92324
1498,5625.869,5294.855,14.60476
1498,4515.32,7297.099,313.5892
1499,4382.416,7727.082,35.7809
1500,7029.979,5420.005,162.4888
1501,6317.486,5293.611,30.2367
1501,4599.508,7134.202,80.87078
1501,4326.53,8374.924,-17.10858
1502,4999.647,5123.083,214.3304
1502,4920.367,6446.354,86.82117
1502,4276.892,8817.55,539.2824
1503,8031.727,5556.968,-101.8747
1503,6018.281,5552.632,459.9424
1503,4485.709,7460.048,354.278
1504,4164.681,4659.834,297.3471
1504,7581.451,5427.349,-74.95106
1504,4539.154,7259.843,102.8663
1504,4348.535,8689.954,-51.01513
1505,4768.509,7144.065,574.1399
1506,7190.525,5336.68,-69.82578
1506,5370.181,5631.668,-145.8196
1506,4332.568,7932.186,25.35518
1507,4437.256,4852.087,262.458
1507,9230.863,5998.58,-150.4273
1507,4906.579,6678.172,102.3564
1507,4360.811,7846.655,19.75834
1508,6599.661,3345.055,-582.1315
1508,6282.723,5388.006,160.0476
1508,8593.325,5910.643,170.6153
1508,4542.722,7206.159,305.6813
1509,4815.167,6795.88,111.2434
1510,6823.61,5328.958,-23.59577
1510,5172.817,6399.373,-830.6117
1510,4340.513,7908.384,38.30822
1511,3356.612,4329.809,326.7629
1511,4602.633,4957.561,224.2479
1511,8042.885,5552.848,161.6946
1511,5473.376,6096.503,123.4102
1512,3189.553,3937.967,331.2612
1512,6319.054,3844.719,-465.6958
1512,8843.49,5852.126,-140.0657
1512,4485.771,7351.865,65.35061
1513,3282.067,4089.846,326.3074
1513,6489.458,5316.393,127.4224
1513,9254.977,6002.166,-149.2285
1513,5306.568,6258.043,136.8173
1514,4135.494,4647.994,271.9748
1514,7951.123,5511.251,164.3227
1515,2906.969,3727.18,365.6232
1515,4189.148,8606.365,505.1281
1516,6563.26,3382.663,-583.1756
1516,6321.622,5346.21,122.2116
1516,4751.961,6826.138,407.3047
1517,8715.499,5975.643,173.1907
1517,4968.121,6370.778,41.66714
1517,4426.933,8895.844,117.5909
1519,6326.298,4431.496,-394.9086
1519,5267.753,5881.986,-37.87594
1519,8947.572,6236.911,233.9584
1519,4412.079,7807.527,396.4202
1520,8743.888,6027.863,171.8409
1521,7409.469,5347.778,-94.67144
1521,4348.983,8100.304,184.6029
1522,3437.831,4461.431,313.5331
1522,6219.79,5403.411,123.166
1522,8522.247,5724.198,-126.5435
1522,4319.895,8432.089,-50.27798
1523,3306.054,4126.478,310.9444
1523,6318.684,4144.861,-416.9228
1523,8184.184,5613.596,165.2723
1523,5394.012,5648.86,-114.4245
1524,6586.153,3294.29,-538.0316
1524,4023.393,4610.278,297.9584
1524,8844.278,6415.396,565.8939
1525,4749.832,5018.182,219.9147
1525,4430.677,7561.942,48.65376
1526,3622.562,4565.241,275.3092
1526,5314.106,5199.042,174.0374
1527,8792.752,5830.63,-159.0364
1528,8720.254,5791.03,-158.7397
1529,9088.665,5941.341,-164.5392
1529,4399.493,7682.652,73.456
1530,3266.663,4055.962,343.7256
1531,3000.577,3781.764,344.4144
1531,4634.204,7038.176,77.48211
1533,5787.146,5926.559,139.7713
1534,8103.662,5582.645,158.4707
1534,5750.29,5955.939,133.6346
1535,6755.531,3039.52,-657.2016
1535,6720.95,5318.479,4.528083
1535,8869.02,5860.011,-183.1283
1535,4712.869,6754.547,199.3199
1536,6404.068,3617.191,-474.187
1536,3263.089,4051.218,311.6986
1536,7780.922,5446.534,137.3945
1536,4361.836,8743.607,-51.52012
1537,5419.918,5592.694,-106.6043
1537,4441.594,9080.972,-108.0109
1538,7196.858,5386.703,74.6059
1538,5008.583,6299.883,50.35664
1539,8556.256,5725.937,-129.4038
1539,5695.479,5985.141,111.3818
1539,4676.961,6999.21,86.12179
1539,4317.878,8164.135,-0.01659518
1540,2883.442,3703.75,362.3868
1541,7945.496,5491.907,127.5261
1541,4750.653,7063.594,469.3033
1542,3562.179,4565.181,311.1159
1542,7622.457,5395.668,152.0903
1542,5979.223,5767.643,123.8597
1542,4686.807,6831.706,219.7969
1543,6786.502,3021.29,-694.9189
1543,2973.393,3742.397,307.0237
1543,3927.147,4590.527,279.2049
1543,8070.448,5573.994,-118.6148
1544,6273.405,3847.979,-495.9792
1544,8888.428,5850.446,-131.3077
1544,4973.706,6353.941,61.33884
1544,4314.781,8086.715,436.7919
1545,4014.67,4615.951,264.067
1545,5196.688,5171.366,172.1762
1545,7788.972,5438.536,163.0145
1545,4343.737,8470.877,-22.65003
1547,2921.389,3716.949,352.7594
1547,5081.414,6181.481,32.46059
1548,6092.264,4650.557,-243.3371
1548,4363.425,8749.533,-63.71136
1549,3129.041,3877.298,337.0594
1549,5067.919,6205.667,21.73176
1550,6211.695,4573.946,-353.0907
1551,6586.906,5344.872,-497.2311
1551,9152.396,5972.011,-150.1695
1551,5520.42,6081.66,110.018
1552,3380.054,4358.117,333.185
1552,6889.394,5396.599,112.6329
1552,4831.239,6807.881,113.7069
1552,4316.957,8278.954,-14.65107
1553,6714.488,3103.199,-608.7672
1553,3240.826,3951.827,286.0158
1553,4307.884,5011.334,583.4962
1554,8668.334,5903.675,-15.27142
1555,3313.712,4152.021,310.0002
1555,6076.333,4684.59,-254.6352
1555,5178.779,6012.435,-7.476693
1556,3110.563,3841.332,344.2879
1556,4495.068,4892.148,227.8559
1556,5837.862,4821.033,-278.3681
1556,7401.724,5392.045,165.9431
1557,3611.085,4559.684,288.7145
1557,8599.52,5893.437,180.6399
1557,4972.167,6384.251,58.89652
1557,4287.108,8200.964,482.6758
1558,3909.639,4597.957,293.4673
1558,6321.355,5337.409,118.6306
1558,8330.44,5664.367,-137.101
1558,4417.014,7806.155,411.9536
1559,3705.213,4592.103,313.2213
1559,8613.76,5903.325,176.5731
1559,5264.484,5834.655,-61.07525
1559,4242.813,8405.403,499.076
1560,5926.198,5265.689,89.67236
1560,7598.163,5451.677,-72.53124
1560,9019.189,5917.633,-151.4306
1560,4419.763,7601.874,62.65125
1561,4253.955,4701.155,267.2864
1561,6626.751,5331.143,152.7208
1561,5296.856,5803.022,-61.61579
1561,4636.506,7060.528,73.21072
1562,4013.6,4613.039,283.7932
1562,8182.695,5597.455,163.0625
1562,5501.202,6091.398,109.5491
1562,4473.017,9214.995,-119.0964
1563,4381.043,7664.663,38.7994
1565,6812.976,2911.385,-637.7008
1565,7995.986,5517.665,153.5805
1566,3438.352,4471.561,320.2394
1566,5275.398,5186.887,182.4238
1566,7725.317,5422.45,164.8088
1566,4400.219,7831.503,421.3668
1567,6708.502,3114.435,-593.0533
1568,4594.446,4942.617,198.3742
1568,4557.201,7190.755,348.8207
1568,4363.577,8512.791,228.7607
1569,4352.244,4798.308,269.6915
1569,9072.49,6372.428,205.5168
1569,4444.076,7625.718,391.6245
1570,6315.683,4209.035,-417.8708
1570,3600.673,4565.698,303.0756
1572,3290.673,4107.794,322.1807
1572,5159.192,5163.54,188.2173
1572,4865.966,6733.828,109.3032
1572,4286.158,8216.731,476.3602
1573,4790.585,5028.598,230.0996
1573,8450.051,5730.26,17.6778
1573,4325.367,8568.782,-45.4343
1574,6407.549,3608.316,-504.2308
1574,7353.486,5390.177,159.2865
1574,5358.69,5715.201,-120.1581
1574,4464.358,7598.34,394.5183
1575,6691.434,5297.267,-22.3251
1575,8570.212,5730.908,-134.3611
1575,4821.636,6594.321,157.3875
1576,3652.268,4586.397,277.4498
1576,5715.476,4946.71,-692.7634
1577,3353.765,4323.545,309.6923
1577,6377.122,5291.422,41.72527
1577,8695.828,5784.435,-151.6856
1577,4303.475,8203.591,478.4143
1578,6664.527,3202.048,-580.7557
1578,4236.258,8523.747,527.3655
1579,6595.049,5334.954,139.8628
1581,6367.081,3681.224,-503.0658
1582,6530.293,3398.438,-539.1337
1582,7516.751,5419.41,-106.298
1582,9097.708,5934.76,-139.9632
1583,3325.247,4172.624,302.2277
1583,4746.989,6708.972,175.4195
1584,4353.547,8831.624,-75.33978
1585,2918.571,3713.639,352.5101
1585,6498.326,3537.332,-530.4806
1585,7891.129,5477.71,145.1514
1585,9087.303,5926.523,-157.6197
1587,6572.559,3359.984,-538.3493
1587,3918.777,4593.836,266.1419
1587,4680.984,6869.604,258.9711
1587,4361.866,8784.441,-62.19837
1588,4279.356,4721.803,254.2241
1588,5436.238,6135.991,106.708
1588,4319.16,8643.935,-11.71352
1589,6529.709,3420.736,-566.2135
1589,4248.723,4690.612,272.4911
1589,6384.483,5289.431,26.69849
1589,9162.383,5973.859,-133.2564
1590,7148.304,5330.556,-39.99096
1590,5529.318,5384.554,-186.2035
1590,8820.749,5837.511,-129.5822
1591,5803.092,5906.361,108.7805
1592,5705.586,4997.687,-222.0941
1592,8961.699,6233.826,222.6402
1593,4272.458,4739.017,260.0622
1593,6152.845,4624.452,-291.3639
1593,7374.548,5371.773,138.4484
1594,5110.496,6440.065,121.6153
1595,5910.184,5265.043,-538.0831
1596,6379.188,3695.614,-497.5197
1596,5276.534,5180.447,155.0774
1596,4911.58,6612.012,356.5573
1597,7588.539,5448.126,-133.2346
1598,3393.095,4379.359,334.1054
1598,6867.409,5316.374,-0.8112729
1598,8784.363,6059.208,159.1034
1599,7073.8,5438.229,-537.241
1599,5478.88,5498.952,-142.5383
1599,4380.376,7665.799,42.56268
1600,2882.729,3679.237,336.3361
1600,4107.409,4622.736,279.2328
1602,8790.265,5825.309,-141.2314
1602,4555.061,7245.257,310.5133
1603,4361.942,7943.333,445.1575
1604,9194.723,5988.164,-174.2934
1604,4567.801,7187.903,71.33579
1605,8408.721,5758.562,199.5894
1605,4565.664,7430.822,461.5279
1606,6312.255,4298.07,-431.1987
1606,4127.599,4675.966,368.7378
1606,4318.36,8018.702,35.44399
1607,2919.421,3721.031,345.5524
1607,6125.008,5279.102,58.10246
1607,8859.725,5913.461,-454.9375
1608,3029.804,3800.642,327.5118
1608,4109.707,4631.659,294.6509
1608,6348.754,5305.895,51.03863
1608,8922.414,5885.622,-174.0336
1609,6767.415,3019.103,-648.9174
1609,5864.478,4770.856,-281.3489
1609,4334.806,8072.941,430.6983
1610,6688.713,3164.117,-583.325
1610,3604.247,4551.971,303.3191
1610,6315.918,4497.875,-245.8731
1610,7447.455,5402.386,-62.82566
1611,5692.74,5244.673,109.7424
1611,7514.953,5431.326,-119.3479
1611,4354.444,8769.874,-51.32626
1612,5968.34,5269.125,83.90545
1612,7824.693,5435.559,-56.26186
1612,5053.436,6518.331,128.4926
1613,3610.705,4555.609,276.0678
1613,7461.385,5400.606,-63.02242
1615,4431.883,9096.316,-90.10418
1616,8146.77,5605.783,-112.5207
1616,4319.232,8225.969,19.40319
1617,5098.463,5139.398,199.1555
1617,7049.45,5425.733,106.7459
1617,9048.421,5914.089,-149.9484
1617,4979.126,6590.891,109.1505
1618,4751.385,5037.624,240.3602
1618,7746.44,5461.877,34.26166
1618,4350.266,7870.122,21.06113
1619,3669.664,4774.972,553.9604
1620,3091.368,3846.959,331.239
1620,5287.714,5177.123,164.2039
1620,7476.008,5418.928,-82.78568
1620,4334.932,8377.155,-21.0046
1621,6404.22,3625.172,-519.886
1621,9014.812,5926.077,-157.6577
1622,5354.057,6203.475,118.3538
1622,4477.08,7499.659,335.2576
1623,6707.348,3021.352,-580.827
1623,4401.145,7836.612,434.6724
1624,5813.697,5921.024,116.1518
1624,4398.611,7639.975,41.41094
1625,6672.156,3238.506,-602.9767
1625,4551.224,4934.037,245.2852
1625,7884.022,5486.267,153.4664
1625,4394.964,7617.456,62.22424
1626,9036.812,6324.565,201.0342
1627,3219.555,3971.003,331.4814
1628,3840.817,4580.151,295.2611
1628,5777.358,5928.873,133.7175
1628,4297.796,8041.185,41.1311
1629,4282.304,8718.053,527.9984
1630,6286.241,3983.994,-507.222
1631,3620.213,4563.403,285.8298
1631,8036.907,5571.363,-114.7483
1632,4470.224,7398.078,67.34104
1633,2905.601,3716.513,344.2198
1634,6318.458,4180.72,-408.0591
1634,7567.215,5432.404,-68.7579
1634,5236.717,5907.568,-44.59484
1634,8751.863,6031.169,195.8181
1635,4349.475,7987.312,438.7691
1636,6314.082,4222.216,-393.9783
1636,4109.4,4626.824,239.6299
1637,4007.17,4595.321,298.6058
1637,6483.722,5294.097,22.2726
1637,5223.756,5932.188,-39.1911
1637,8854.901,6131.389,203.7182
1638,3941.469,4589.596,286.9928
1638,6204.566,4590.737,-337.7734
1638,5065.464,6528.821,99.17973
1639,6282.214,3987.374,-475.9573
1639,6333.704,5287.632,52.72411
1639,9016.208,5910.192,-180.8477
1640,5166.199,6063.106,11.00315
1640,4316.749,8101.125,465.3559
1641,6322.867,4222.273,-434.5151
1641,5371.208,5198.312,170.2028
1642,4298.505,4737.011,265.7148
1643,4362.001,4789.482,296.6809
1643,7944.64,5495.302,168.2402
1643,4586.399,7180.514,89.07948
1643,4456.684,9146.203,-110.2031
1644,4905.835,6671.456,96.84383
1645,2908.014,3727.854,360.6975
1646,5406.433,5224.146,147.2476
1646,4337.655,8537.575,-60.01133
1647,4639.393,7064.983,100.9336
1648,5232.323,5357.423,409.4437
1648,7421.781,5363.321,146.1885
1648,5098.868,6381.967,382.2455
1649,6771.341,3035.041,-696.8411
1649,3316.871,4217.377,300.1145
1649,7433.288,5407.115,-70.44407
1650,8208.264,5666.245,0.4342257
1651,4253.105,8312.068,513.7061
1652,8851.464,6277.75,469.7402
1653,6023.619,5126.143,-82.19334
1653,8950.879,6221.701,177.7202
1653,4379.069,7955.772,423.7842
1654,4117.212,4663.117,304.0499
1654,8928.94,6204.625,211.3467
1654,4781.452,6689.409,150.4644
1655,6816.104,2898.485,-633.3166
1655,5731.984,5155.964,-14.06704
1655,8386.368,5724.165,170.3468
1656,5668.159,5061.809,-238.1076
1656,8544.611,5861.828,197.3479
1656,5078.188,6202.084,17.25605
1657,6709.033,3190.008,-599.3834
1657,4870.465,6726.288,129.261
1658,6347.939,3763.722,-493.9943
1658,4247.789,4722.35,274.9922
1658,8146.92,5565.368,-4.573632
1659,8584.675,5747.678,-130.8629
1659,4511.616,7369.25,341.648
1659,4371.993,8775.556,-66.0252
1660,6394.588,5293.792,10.6097
1660,9045.547,5930.828,-171.8457
1662,6523.584,3468.046,-545.6904
1662,8690.325,6295.893,709.3372
1663,6151.098,4616.701,-321.3585
1663,7419.911,5360.928,124.1162
1664,8496.086,5707.021,-145.7214
1666,6686.549,3154.011,-567.6199
1666,5739.947,5168.64,-22.4017
1666,7804.351,5490.94,-112.1482
1667,3377.472,4346.691,321.8901
1667,5691.608,5358.041,16.15261
1667,8455.134,5784.072,177.7139
1668,5276.868,5845.49,-66.92654
1668,4523.368,7298.86,310.2545
1669,6301.104,5299.407,31.14376
1669,4352.529,7982.014,443.4113
1670,6148.814,4621.851,-273.6306
1670,5718.229,5972.495,141.5634
1670,8774.688,6036.903,172.3036
1670,4388.988,7634.433,47.45197
1671,6581.297,3380.04,-546.0171
1672,8695.867,5776.866,-121.279
1672,4527.43,7348.951,348.882
1673,2918.114,3704.955,351.7009
1673,4809.872,6799.104,106.4444
1674,3016.915,3771.891,318.7371
1674,7293.087,5422.915,-462.697
1674,9207.575,6543.108,236.2912
1675,7766.333,5482.767,-103.3006
1676,6387.947,5304.811,31.33556
1676,5263.985,5849.738,-87.94819
1678,6652.029,5337.377,123.6213
1678,5259.561,5891.32,-68.6343
1678,4347.821,7928.478,47.94216
1679,2862.796,3670.864,318.6508
1679,6998.783,5341.477,-42.6717
1679,5130.852,6128.16,16.1816
1679,4312.797,8183.003,-11.93424
1680,5336.385,5199.001,152.5627
1680,7604.777,5366.505,148.4584
1680,4866.404,6500.983,78.21674
1681,3204.932,3962.31,356.9086
1681,8260.918,5623.707,-120.1839
1681,4422.162,7595.795,59.44126
1681,4363.738,8799.356,-79.71882
1682,3102.037,3832.306,337.6497
1682,4587.832,4949.583,239.0875
1682,6216.269,5626.801,489.0755
1683,5248.008,5150.663,148.2879
1683,4512.319,7350.65,113.447
1684,3451.41,4462.966,302.9247
1684,5361.965,5192.632,157.8772
1684,5026.565,6537.491,96.34495
1685,5667.697,5139.273,-192.9906
1686,6348.55,4260.611,-368.8616
1686,4562.646,4948.439,254.2163
1687,8989.185,5997.14,-29.19712
1687,5021.972,6550.567,122.4361
1690,4077.613,4613.787,269.5363
1690,6286.284,4500.615,-354.0689
1690,4903.667,6666.58,97.76943
1691,2999.284,3841.975,455.1136
1691,9176.282,5984.477,-134.8575
1691,4500.098,7384.681,337.1709
1692,8477.021,5790.787,170.8165
1692,5752.709,5937.226,126.2301
1692,4548.705,7262.645,98.18417
1693,8124.094,5586.425,-144.3764
1695,4334.91,8078.235,436.243
1695,4430.575,9061.046,-90.86399
1696,4953.453,6453.335,392.2289
1696,9226.268,6563.085,206.5976
1696,4329.762,8292.332,-28.14961
1697,7183.88,5400.572,127.4761
1697,8665.197,5937.772,-532.9607
1697,4284.221,8280.106,488.0446
1698,3305.147,4124.064,327.3424
1698,6157.514,5514.808,134.2035
1698,4327.237,8623.696,0.3431308
1699,6637.137,5303.034,19.58904
1699,8359.013,5703.197,80.03567
1700,7674.158,5406.927,137.171
1701,6708.665,3102.907,-595.576
1701,4988.02,5110.135,202.8774
1702,3071.668,3824.691,342.7646
1702,7584.56,5383.119,143.417
1702,6167.549,5494.95,147.4034
1702,5080.167,6481.834,129.2001
1703,3260.234,4027.094,339.8799
1703,5854.095,5281.877,95.85224
1703,7777.589,5483.218,-87.51171
1703,5097.502,6482.05,108.6216
1704,8952.803,5889.887,-147.4598
1705,3736.957,4590.019,288.1108
1705,5794.934,4831.847,-260.7251
1705,4130.296,8980.634,580.2129
1706,6507.567,3495.129,-566.2399
1706,4950.804,6634.923,126.6164
1706,4376.573,7729.247,69.62826
1707,3841.131,4572.305,266.4158
1707,4409.729,7568.03,87.85526
1709,5910.926,4755.105,-253.9911
1709,7130.758,5403.193,148.9769
1710,3457.126,4464.574,326.4832
1710,6322.473,5336.037,161.6465
1710,4374.842,8811.023,-67.59274
1711,3340.125,4238.751,331.0866
1711,7824.626,5425.817,154.0667
1711,5544.026,5403.329,-167.4895
1711,4415.851,7585.205,49.1695
1712,8912.419,5860.599,-152.5207
1712,4368.812,7961.766,429.1281
1713,6541.896,5303.187,114.437
1713,9149.607,5970.991,-164.9478
1714,8417.21,5742.134,-18.14724
1715,6574.963,5319.087,119.8406
1715,7894.271,5775.058,534.6535
1716,5024.469,6536.194,94.90108
1717,4329.333,8536.649,-42.32273
1718,7085.017,5376.265,-2.480508
1718,4894.454,6685.252,110.499
1719,6642.426,3177.972,-524.501
1719,2858.597,3706.103,344.4463
1719,7177.93,5358.112,-33.50247
1719,4265.204,8265.56,492.798
1720,6733.024,3000.14,-608.1752
1720,3199.206,3924.129,332.9419
1721,3020.871,3792.263,364.7669
1721,8099.844,5568.169,147.1624
1721,5548.463,6038.592,114.8434
1721,4232.688,8413.85,504.9977
1722,4782.404,5029.833,233.2147
1722,6336.955,5320.811,137.7404
1723,2973.127,3763.045,338.3997
1723,5353.137,5331.133,365.4636
1723,9032.896,6309.477,201.726
1724,6616.983,3329.665,-566.3873
1724,4218.34,8457.638,510.7157
1725,4827.047,5049.522,198.7753
1725,6671.306,5294.559,14.62742
1725,8093.022,5599.706,0.369147
1726,6328.079,3807.167,-476.0422
1726,5069.22,5126.221,175.4436
1726,4974.035,6612.389,115.0089
1727,4014.697,4609.767,267.6697
1727,5980.608,4723.9,-310.6942
1728,3358.509,4276.163,329.7539
1728,6291.945,4505.664,-402.0301
1728,7582.123,5363.559,159.1161
1728,4467.638,7558.657,370.246
1729,8864.255,5855.891,-144.7377
1729,4381.729,8924.073,-95.42606
1730,3817.655,4580.267,287.0598
1730,6390.107,5306.751,35.0922
1730,5169.547,6051.332,-34.61583
1730,9210.569,6529.151,213.8186
1731,4365.344,8699.096,-6.051675
1732,3182.718,3912.079,342.274
1732,6293.545,3931.268,-433.9294
1732,4609.129,4954.23,207.5933
1732,6982.938,5346.856,-39.56288
1733,6292.33,4204.635,-424.8443
1733,6215.521,5443.065,137.4485
1733,4836.981,6640.881,429.5047
1734,6646.195,3232.618,-629.2339
1734,5133.172,5149.447,167.7887
1734,6558.901,5313.128,60.50976
1735,4566.812,7184.219,193.2296
1737,3022.829,3763.794,320.0229
1737,5867.445,5236.728,-29.13807
1738,3867.323,4596.298,286.2592
1738,5796.388,4838.278,-272.2796
1739,3827.551,4610.061,296.5952
1739,8479.292,5667.024,-59.84905
1739,4538.947,7221.446,303.8365
1740,6610.261,3344.85,-537.3766
1740,4744.423,6710.232,168.6445
1740,4305.741,8567.972,8.637198
1741,7895.252,5491.662,161.9676
1742,3484.26,4506.947,293.4783
1742,4535.759,7309.791,319.4092
1743,7462.764,5410.574,-86.19473
1743,9045.93,6314.216,187.7874
1744,3081.35,3813.459,311.6486
1744,5805.652,4853.959,-314.2177
1744,8658.672,5949.99,174.9852
1744,4386.495,8930.174,-79.36207
1745,6899.452,5410.056,122.6922
1745,9111.058,6405.192,242.377
1745,4412.458,7613.856,73.97816
1746,6558.7,3447.674,-572.1068
1746,8321.517,5884.294,480.625
1747,6526.935,3442.42,-521.9122
1747,3289.417,4051.982,323.3936
1747,7780.178,5423.213,138.6722
1747,4974.382,6599.285,113.3751
1748,4539.149,4910.95,239.4181
1748,8303.42,5671.124,170.6737
1748,4919.866,6462.873,115.5934
1748,4409.583,7812.583,412.5676
1749,6570.931,3451.831,-568.8713
1749,3078.709,3841.037,348.9794
1749,4576.003,4947.947,213.4558
1749,5933.213,5829.68,150.9905
1750,3495.06,4527.55,334.5098
1751,5619.564,5224.527,-215.6683
1751,8972.146,5906.833,-171.135
1752,6420.135,3607.204,-516.0183
1752,8707.977,5970.679,185.5062
1753,6317.285,4276.938,-421.3068
1753,8765.102,5821.511,-133.7133
1753,4832.028,6575.407,131.468
1754,8786.134,5830.307,-153.1026
1754,4192.193,8637.416,539.1082
1755,3608.792,4558.263,290.7683
1755,6312.228,4468.88,-371.8365
1755,8567.238,5732.177,-128.2351
1755,4327.488,8240.426,-6.716119
1756,3253.687,4031.827,321.0697
1756,4369.646,7732.83,54.6056
1757,4428.987,4842.917,279.2934
1757,4187.101,8788.283,561.2964
1758,4504.859,7344.077,172.8606
1759,4338.089,4764.153,278.9037
1759,5766.274,5944.647,132.0497
1759,4505.503,7404.727,353.2169
1760,4414.115,9020.848,-95.8247
1761,5686.562,5021.142,-213.3232
1761,7589.758,5427.013,-83.42121
1761,5136.415,6289.98,79.68616
1762,4996.126,6582.204,108.2097
1762,4355.361,8732.22,-76.63136
1763,8869.896,6080.303,302.6987
1764,4441.442,4853.337,254.6513
1765,2927.367,3714.762,357.2029
1765,7879.995,5472.452,149.8068
1765,9088.496,6396.999,201.9683
1765,4483.642,9214.61,-126.4391
1766,3238.187,3999.343,312.9027
1766,7805.879,5502.059,-93.54877
1766,8986.635,6418.279,454.4721
1767,3284.399,4086.928,315.3397
1768,3867.696,4608.116,295.194
1768,7096.157,5349.013,-59.73965
1768,4303.143,8194.519,484.9352
1769,8650.848,5938.292,188.68
1770,6492.393,5299.63,27.54741
1770,8154.969,5538.153,-40.97462
1770,9239.211,6008.354,-159.4544
1771,2920.239,3717.033,317.939
1771,4920.122,6656.023,96.1047
1772,6403.286,3624.141,-507.2163
1772,4564.325,7135.127,328.9327
1773,4905.149,6700.646,92.07737
1774,6015.746,4704.839,-284.8478
1774,7640.539,5455.978,-67.43374
1775,3341.66,4281.667,301.7079
1775,8013.56,5516.225,153.4944
1776,4716.715,5012.861,257.6175
1776,7443.529,5365.604,138.3893
1776,4527.703,7391.49,403.9031
1777,3340.62,4241.69,351.1046
1777,5243.761,6329.921,154.5299
1778,4362.368,4775.753,268.0905
1778,7369.105,5404.095,-51.45077
1778,4655.302,6911.761,251.5897
1778,4231.403,8574.202,533.8203
1780,5956.064,4724.686,-281.7041
1781,2957.032,3763.527,347.2959
1781,7956.17,5511.659,165.4127
1781,5684.973,5990.317,116.5118
1781,9155.396,5973.44,-155.1564
1783,6463.564,3549.607,-527.1573
1783,5106.333,6139.386,10.57087
1784,2866.767,3672.74,340.3522
1784,5524.51,5422.11,-165.8379
1786,3030.422,3773.782,315.8292
1786,4597.34,7160.384,79.48139
1787,5042.229,5136.997,190.864
1787,6389.91,5326.505,150.7016
1787,8664.657,6158.901,493.7891
1788,7199.346,5402.597,109.9645
1788,4345.929,8586.229,-28.79559
1789,4666.812,4994.818,216.9568
1789,6491.75,5291.396,28.35125
1789,4352.065,7799.109,26.7506
1790,3313.823,4174.267,324.3767
1790,6432.53,5298.458,9.389609
1790,4948.01,6636.712,127.0999
1791,4171.445,8761.078,538.6452
1792,4332.915,8461.37,-24.93778
